3.77,75.67,-0.79,0.69,1.1,388530,"
"
3.75,75.51,-0.79,0.69,1.1,388605,"
"
3.76,75.73,-0.79,0.69,1.1,388680,"
"
3.74,75.83,-0.78,0.69,1.09,388755,"
"
3.77,77.08,-0.76,0.69,1.06,388830,"
"
3.83,78.79,-0.76,0.68,1.04,388905,"
"
3.82,77.51,-0.76,0.68,1.05,388980,"
"
3.81,78.09,-0.76,0.69,1.06,389055,"
"
3.82,79,-0.77,0.7,1.08,389130,"
"
3.74,77.73,-0.77,0.7,1.09,389205,"
"
3.61,78.45,-0.77,0.71,1.11,389280,"
"
3.66,77.02,-0.78,0.73,1.13,389355,"
"
3.65,75.26,-0.79,0.74,1.16,389430,"
"
3.65,74.37,-0.79,0.74,1.17,389505,"
"
3.7,74.3,-0.79,0.73,1.16,389580,"
"
3.65,73.44,-0.78,0.74,1.16,389655,"
"
3.63,72.92,-0.78,0.74,1.16,389730,"
"
3.63,73.98,-0.77,0.75,1.15,389804,"
"
3.66,75.89,-0.77,0.75,1.15,389879,"
"
3.81,76.36,-0.77,0.76,1.17,389954,"
"
3.79,76.32,-0.78,0.76,1.17,390029,"
"
3.76,75.9,-0.77,0.76,1.17,390104,"
"
3.76,76.77,-0.77,0.74,1.15,390179,"
"
3.72,75.28,-0.76,0.76,1.17,390254,"
"
3.67,74.42,-0.77,0.78,1.2,390329,"
"
3.65,76.14,-0.78,0.75,1.17,390403,"
"
3.7,74.92,-0.78,0.75,1.17,390478,"
"
3.71,75.23,-0.78,0.75,1.17,390553,"
"
3.73,75.18,-0.8,0.73,1.17,390627,"
"
3.77,74.84,-0.81,0.72,1.18,390702,"
"
3.84,74.66,-0.81,0.71,1.16,390777,"
"
3.91,75.39,-0.81,0.71,1.16,390852,"
"
3.78,75.45,-0.8,0.73,1.18,390927,"
"
3.65,75.62,-0.79,0.76,1.2,391002,"
"
3.6,75.14,-0.78,0.75,1.18,391077,"
"
3.63,75.9,-0.78,0.75,1.17,391151,"
"
3.58,75.18,-0.78,0.77,1.19,391226,"
"
3.54,75.63,-0.76,0.78,1.19,391300,"
"
3.59,75.8,-0.77,0.77,1.2,391375,"
"
3.62,76.53,-0.77,0.78,1.21,391450,"
"
3.65,77.06,-0.77,0.79,1.22,391525,"
"
3.62,77.56,-0.77,0.78,1.2,391600,"
"
3.65,77.09,-0.78,0.76,1.19,391675,"
"
3.74,77.51,-0.79,0.73,1.16,391750,"
"
3.83,77.86,-0.78,0.71,1.11,391825,"
"
3.93,78.89,-0.77,0.68,1.06,391900,"
"
3.91,76.24,-0.79,0.66,1.07,391976,"
"
3.93,74.97,-0.8,0.65,1.06,392051,"
"
3.88,77,-0.81,0.63,1.06,392127,"
"
3.73,77.94,-0.82,0.62,1.06,392202,"
"
3.35,75.64,-0.84,0.58,1.04,392278,"
"
2.96,74.61,-0.84,0.58,1.03,392354,"
"
2.71,78.36,-0.84,0.55,1.02,392429,"
"
2.66,78.83,-0.84,0.55,1,392505,"
"
2.68,74.57,-0.83,0.57,1.01,392581,"
"
2.49,76.78,-0.85,0.53,1.01,392656,"
"
2.23,76.94,-0.85,0.53,1,392732,"
"
2.23,75.39,-0.85,0.52,0.99,392808,"
"
2.13,75.56,-0.86,0.5,1,392884,"
"
2.38,74.67,-0.87,0.49,0.99,392960,"
"
2.39,72.59,-0.84,0.53,1,393035,"
"
2.12,72.24,-0.83,0.54,0.98,393111,"
"
1.95,73.43,-0.83,0.54,0.98,393187,"
"
1.87,74.44,-0.84,0.53,0.99,393263,"
"
1.84,72.88,-0.87,0.49,1,393339,"
"
1.89,75.64,-0.88,0.47,1.01,393415,"
"
1.92,72.64,-0.87,0.5,1,393491,"
"
1.87,71.74,-0.86,0.52,1.01,393567,"
"
1.96,68.45,-0.85,0.54,1,393643,"
"
1.93,64.95,-0.82,0.57,1.01,393720,"
"
2.1,66.58,-0.81,0.58,1,393796,"
"
2.09,67.74,-0.82,0.57,1,393871,"
"
1.85,71.23,-0.84,0.54,0.99,393947,"
"
1.81,75.94,-0.87,0.5,1.01,394022,"
"
1.91,76.49,-0.85,0.52,1,394098,"
"
1.95,74.31,-0.86,0.51,1,394173,"
"
2.01,75.22,-0.85,0.54,1.01,394249,"
"
2.08,74.42,-0.87,0.5,1.01,394325,"
"
1.97,75.2,-0.89,0.48,1.03,394400,"
"
1.83,78.25,-0.92,0.46,1.05,394476,"
"
1.8,73.75,-0.89,0.5,1.04,394624,"
"
1.78,76.98,-0.9,0.48,1.03,394699,"
"
1.77,73.4,-0.89,0.51,1.04,394775,"
"
1.78,77.27,-0.86,0.53,1.01,394850,"
"
1.8,77.06,-0.83,0.55,1,394926,"
"
1.76,78.81,-0.85,0.53,1,395002,"
"
2.1,77.62,-0.85,0.53,0.99,395077,"
"
2.06,77.27,-0.87,0.49,0.99,395153,"
"
2.26,76.63,-0.86,0.49,0.99,395229,"
"
2.16,76.48,-0.87,0.49,0.99,395304,"
"
1.95,76.86,-0.88,0.48,1.01,395380,"
"
1.91,76.65,-0.88,0.49,1.01,395455,"
"
1.83,78.04,-0.91,0.46,1.03,395530,"
"
1.77,78.51,-0.91,0.46,1.03,395606,"
"
1.76,79.49,-0.9,0.47,1.03,395682,"
"
1.83,77.37,-0.89,0.47,1.01,395757,"
"
1.79,76.51,-0.87,0.52,1.03,395833,"
"
1.77,78.38,-0.9,0.44,1,396127,"
"
2.04,77.35,-0.9,0.44,1,396565,"
"
2.78,75.01,-0.89,0.44,0.99,396641,"
"
3.12,75.23,-0.89,0.44,0.99,396716,"
"
3.78,77.23,-0.88,0.46,0.99,396791,"
"
4.03,79.83,-0.9,0.45,1.01,396865,"
"
3.99,80.92,-0.9,0.45,1.02,396940,"
"
3.98,82.24,-0.91,0.44,1.03,397014,"
"
3.95,82.13,-0.91,0.44,1.02,397089,"
"
3.95,81.03,-0.92,0.44,1.04,397163,"
"
3.94,80.09,-0.93,0.44,1.06,397238,"
"
