40.4,43.0,52.4,40.9,47.5,59.9,54.7,46.1,58.3,56.9,52.9,50.6,45.5,47.6,51.1,47.5,53.4,45.4,43.4,53.6,52.7,52.5,52.5,43.3,0.00,0,0,"0.00
"
40.3,43.8,52.2,40.9,48.0,60.3,55.0,45.6,58.7,56.3,52.9,50.5,45.6,47.7,51.1,47.2,53.2,45.8,43.5,53.5,52.4,52.4,53.1,43.3,0.00,0,0,"0.00
"
40.4,43.7,52.5,41.2,48.0,60.2,54.9,46.3,59.0,56.6,52.6,50.4,45.2,48.1,51.2,46.7,53.3,45.5,43.1,53.6,52.2,53.0,52.6,43.2,0.00,0,0,"0.00
"
40.2,43.6,51.9,41.0,47.9,60.0,55.4,46.3,59.1,56.6,52.5,50.2,44.8,48.4,51.5,47.1,53.1,45.6,42.6,53.5,52.3,53.2,52.5,43.2,0.00,0,0,"0.00
"
40.0,43.1,52.1,41.7,48.4,59.5,55.3,46.7,59.8,56.9,52.6,50.3,45.0,48.2,50.9,46.9,53.4,46.0,42.3,53.4,52.1,53.0,52.8,43.3,0.00,0,0,"0.00
"
40.2,42.6,51.7,41.7,48.3,59.1,55.3,46.9,59.6,56.7,51.6,50.4,45.2,47.8,51.4,47.1,53.5,44.8,42.6,53.5,52.2,52.5,53.5,43.4,0.00,0,0,"0.00
"
40.1,42.3,52.1,42.0,48.6,59.8,55.2,46.5,59.5,56.4,52.0,50.0,45.1,47.5,51.0,47.2,53.6,44.5,43.2,53.4,52.4,52.7,53.5,42.7,0.00,0,0,"0.00
"
40.3,43.0,52.1,41.5,49.0,59.5,55.5,45.9,59.3,56.4,51.9,50.2,45.0,47.7,50.7,47.5,53.5,45.6,42.8,53.7,52.5,52.1,54.0,42.9,0.00,0,0,"0.00
"
40.4,43.1,51.8,41.2,48.8,59.9,55.6,45.9,59.6,56.5,52.1,50.2,45.0,47.1,50.9,47.4,54.1,46.2,42.3,53.6,52.2,52.1,53.5,42.9,0.00,0,0,"0.00
"
40.7,43.6,51.6,41.4,48.5,59.7,55.5,45.6,59.5,56.4,52.4,50.0,45.3,46.9,51.3,46.9,52.9,45.1,42.9,52.8,52.7,52.1,53.2,37.3,0.00,0,0,"0.00
"
40.9,44.2,51.5,41.5,49.3,59.8,54.9,45.2,59.1,56.2,52.3,50.3,45.1,46.9,51.7,47.1,52.4,45.4,43.3,52.3,52.4,51.9,53.5,38.1,0.00,0,0,"0.00
"
40.6,44.5,51.6,42.0,48.7,59.8,54.6,45.0,58.6,56.5,52.4,50.4,45.2,47.0,52.1,47.4,52.3,44.9,43.4,52.5,52.2,52.4,53.6,38.7,0.00,0,0,"0.00
"
40.8,44.6,51.3,41.9,48.4,59.8,55.2,45.5,58.8,56.6,52.5,51.0,45.2,46.8,51.7,48.1,52.6,44.7,43.5,52.4,52.5,52.5,53.7,39.3,0.00,0,0,"0.00
"
40.8,44.3,51.3,42.2,48.0,60.5,55.5,46.2,58.3,57.1,52.8,51.2,45.7,47.0,51.6,47.6,52.7,45.3,43.9,52.6,51.9,52.1,53.6,40.4,0.00,0,0,"0.00
"
40.9,43.9,51.1,41.7,48.4,60.6,55.4,46.4,58.1,56.9,52.6,50.8,45.7,46.8,52.0,48.4,52.4,45.4,43.9,52.2,52.1,51.7,53.6,40.8,0.00,0,0,"0.00
"
41.2,44.1,51.2,41.6,48.1,60.5,55.2,46.8,57.9,57.1,52.9,50.8,45.4,47.4,52.2,48.3,53.0,45.7,43.8,52.5,52.1,51.3,53.2,41.0,0.00,0,0,"0.00
"
40.7,43.8,51.7,41.6,48.3,60.3,55.1,46.7,58.3,57.3,52.9,51.0,45.2,47.5,52.0,48.1,53.2,45.6,44.1,52.6,51.7,51.2,52.8,41.0,0.00,0,0,"0.00
"
40.4,43.6,51.4,41.4,47.9,60.1,55.4,46.9,58.4,56.9,52.7,51.2,44.8,46.9,51.7,47.9,53.3,45.8,44.0,53.0,52.1,51.4,52.4,41.5,0.00,0,0,"0.00
"
39.8,43.7,51.3,41.5,47.4,60.2,55.4,47.4,58.5,56.2,53.1,51.3,44.5,46.7,51.7,47.2,53.6,46.0,43.8,53.0,52.1,51.0,52.6,41.6,0.00,0,0,"0.00
"
39.9,43.2,51.6,41.2,47.8,60.2,55.3,46.8,58.6,56.2,53.1,51.1,44.6,47.3,51.6,46.9,53.5,45.8,42.8,52.8,52.2,50.8,52.4,41.7,0.00,0,0,"0.00
"
40.1,42.9,51.3,41.4,48.4,60.1,54.9,46.5,58.6,55.7,53.2,50.6,44.8,47.2,50.7,46.2,53.2,46.0,42.7,52.9,52.4,50.7,52.1,41.1,0.00,0,0,"0.00
"
39.7,42.9,51.0,41.3,48.5,59.6,54.4,46.6,59.2,56.9,52.7,51.2,44.9,47.5,50.7,46.5,53.4,46.0,42.9,52.7,52.6,50.9,51.8,41.4,0.00,0,0,"0.00
"
39.6,42.4,50.6,41.4,48.4,59.2,54.9,46.3,59.2,56.2,52.4,51.0,44.6,47.6,50.8,45.8,53.6,46.5,42.9,53.1,52.4,51.2,51.1,42.0,0.00,0,0,"0.00
"
39.5,42.2,50.9,41.5,48.5,59.2,55.4,45.6,59.8,56.5,52.4,50.6,44.3,47.5,50.3,45.8,54.0,46.8,42.9,53.4,52.6,51.4,51.8,42.5,0.00,0,0,"0.00
"
39.4,42.3,51.2,41.9,48.2,59.1,55.2,45.5,60.2,56.3,52.8,50.5,44.1,47.3,50.4,45.8,53.9,47.1,42.9,53.3,52.7,51.5,51.7,42.2,0.00,0,0,"0.00
"
40.0,42.6,51.0,42.3,48.0,58.8,55.1,45.1,60.1,56.4,52.5,50.1,44.1,47.2,50.5,46.2,53.9,46.9,43.0,53.5,52.2,51.2,51.4,42.0,0.00,0,0,"0.00
"
40.2,42.7,51.7,42.2,48.2,59.0,54.8,45.4,60.3,56.5,51.7,50.8,44.1,46.8,50.6,46.3,54.1,47.8,43.3,53.5,52.5,51.5,51.7,41.4,0.00,0,0,"0.00
"
40.1,43.6,51.4,42.0,48.3,59.1,54.6,45.3,60.2,56.4,51.8,50.5,44.2,46.9,50.2,45.4,53.9,47.3,43.6,53.3,52.5,51.6,52.4,41.5,0.00,0,0,"0.00
"
