8191,8191,8191,8191,8191,8191,8191,-5.29,19.95,"
"
8191,8191,8191,8191,8191,8191,8191,-4.22,20.74,"
"
8191,8191,8191,8191,8191,8191,8191,1.39,20.65,"
"
59,0,14,98,58,87,56,8.82,20.74,"
"
59,0,14,98,58,87,56,15.34,20.39,"
"
59,0,14,98,58,87,56,18.79,20.21,"
"
41,0,38,89,52,44,47,22.67,20.65,"
"
41,0,38,89,52,44,47,27.55,21.01,"
"
53,0,39,90,54,45,49,33.24,21.53,"
"
53,0,39,90,54,45,49,38.97,21.80,"
"
53,0,39,90,54,45,49,45.01,21.97,"
"
53,0,44,93,54,44,51,51.08,22.15,"
"
53,0,44,93,54,44,51,57.78,22.68,"
"
53,0,44,93,54,44,51,64.31,23.03,"
"
50,0,39,93,52,44,46,70.78,23.29,"
"
50,0,39,93,52,44,46,77.50,23.47,"
"
54,0,41,90,54,46,49,84.38,23.38,"
"
54,0,41,90,54,46,49,90.84,22.94,"
"
54,0,41,90,54,46,49,97.49,23.20,"
"
52,0,40,90,61,44,48,103.85,23.29,"
"
52,0,40,90,61,44,48,108.61,23.29,"
"
52,0,40,90,61,44,48,111.32,23.64,"
"
54,0,40,90,53,46,50,112.50,23.47,"
"
54,0,40,90,53,46,50,112.53,24.08,"
"
53,0,40,87,55,45,50,111.77,23.64,"
"
53,0,43,87,55,45,48,111.10,23.99,"
"
53,0,43,87,55,45,48,110.46,23.99,"
"
54,0,40,89,54,44,46,109.82,23.91,"
"
54,0,40,89,54,44,46,109.20,23.20,"
"
54,0,40,89,54,44,46,108.69,23.91,"
"
57,0,37,85,54,46,50,108.18,24.70,"
"
57,0,37,85,54,46,50,107.67,24.70,"
"
52,0,37,88,49,46,50,107.24,25.22,"
"
52,0,43,88,49,46,50,106.89,25.31,"
"
52,0,43,88,49,46,50,106.50,25.40,"
"
54,0,40,85,50,47,47,106.11,25.14,"
"
54,0,40,85,50,47,47,105.81,25.84,"
"
54,0,40,85,50,47,47,105.36,26.46,"
"
55,0,45,88,53,45,50,105.12,26.19,"
"
55,0,45,88,53,45,50,104.75,26.98,"
"
55,0,45,87,50,44,50,104.50,26.63,"
"
55,0,42,87,50,44,45,104.30,27.25,"
"
55,0,42,87,50,44,45,104.01,27.42,"
"
52,0,41,90,52,45,51,103.75,27.77,"
"
52,0,41,90,52,45,51,103.59,27.69,"
"
52,0,41,90,55,45,51,103.34,28.12,"
"
52,0,41,87,55,45,51,103.13,28.30,"
"
52,0,41,87,55,45,51,103.02,28.56,"
"
54,0,41,89,52,40,51,102.86,29.53,"
"
54,0,47,89,52,40,47,102.57,29.44,"
"
54,0,47,89,52,40,47,102.41,30.06,"
"
52,0,47,92,54,50,45,102.30,30.32,"
"
52,0,47,92,54,50,45,102.07,30.15,"
"
52,0,47,92,49,50,45,101.97,29.44,"
"
45,0,49,88,49,44,50,101.81,30.32,"
"
45,0,49,88,49,44,50,101.50,30.85,"
"
55,0,49,89,51,48,50,101.32,30.32,"
"
55,0,45,89,51,48,45,101.31,30.67,"
"
55,0,45,89,51,48,45,101.14,30.15,"
"
53,0,39,85,52,47,50,101.03,30.50,"
"
53,0,39,85,52,47,50,100.97,30.41,"
"
53,0,39,85,52,47,50,100.87,30.32,"
"
51,0,42,87,52,43,51,100.70,30.23,"
"
51,0,42,87,52,43,51,100.55,30.67,"
"
53,0,42,88,53,47,51,100.42,31.03,"
"
53,0,44,88,53,47,48,100.24,30.59,"
"
53,0,44,88,53,47,48,100.10,31.11,"
"
52,0,42,86,53,44,45,100.02,31.38,"
"
52,0,42,86,53,44,45,99.89,31.46,"
"
52,0,42,86,51,44,45,99.92,31.73,"
"
53,0,41,89,51,47,47,99.88,31.82,"
"
53,0,41,89,51,47,47,99.70,31.46,"
"
53,0,41,87,49,44,47,99.61,32.17,"
"
53,0,46,87,49,44,48,99.64,31.99,"
"
53,0,46,87,49,44,48,99.40,32.70,"
"
53,0,44,86,54,48,48,99.27,32.87,"
"
53,0,44,86,54,48,48,99.17,33.22,"
"
53,0,44,86,52,48,48,99.01,33.31,"
"
55,0,44,84,52,45,45,98.92,33.05,"
"
55,0,44,84,52,45,45,98.99,33.40,"
"
55,0,44,86,54,46,45,98.93,33.05,"
"
55,0,42,86,54,46,47,98.69,34.01,"
"
55,0,42,86,54,46,47,98.66,33.66,"
"
57,0,41,88,55,48,49,98.58,34.45,"
"
57,0,41,88,55,48,49,98.53,34.19,"
"
57,0,41,88,53,48,49,98.46,34.45,"
"
59,0,41,87,53,50,46,98.40,34.63,"
"
59,0,41,87,53,50,46,98.29,34.45,"
"
57,0,41,89,50,43,46,98.18,34.54,"
"
57,0,41,89,50,43,49,98.10,34.72,"
"
57,0,41,89,50,43,49,98.02,34.63,"
"
59,0,41,88,55,43,46,97.95,34.80,"
"
59,0,41,88,55,43,46,97.84,33.93,"
"
59,0,41,88,54,43,46,97.75,35.16,"
"
54,0,45,86,54,50,47,97.77,34.54,"
"
54,0,45,86,54,50,47,97.80,35.33,"
"
53,0,45,88,51,43,47,97.69,36.12,"
"
53,0,41,88,51,43,48,97.63,35.24,"
"
53,0,41,88,51,43,48,97.57,36.12,"
"
51,0,41,87,56,45,45,97.46,35.42,"
"
51,0,44,87,56,45,45,97.36,35.77,"
"
51,0,44,87,52,45,45,97.31,35.51,"
"
53,0,42,84,52,44,47,97.24,36.47,"
"
53,0,42,84,52,44,47,97.20,35.86,"
"
56,0,42,84,56,46,47,97.21,36.65,"
"
56,0,47,85,56,46,47,97.13,36.47,"
"
56,0,47,85,56,46,47,97.06,36.91,"
"
51,0,47,88,57,46,47,97.02,37.18,"
"
51,0,46,88,57,46,47,96.94,37.27,"
"
51,0,46,88,54,46,47,96.85,37.09,"
"
54,0,46,85,54,42,47,96.78,37.35,"
"
54,0,46,85,54,42,47,96.67,36.39,"
"
54,0,46,85,54,39,47,96.65,37.09,"
"
53,0,45,87,54,39,49,96.59,37.53,"
"
53,0,45,87,54,39,49,96.56,37.53,"
"
56,0,45,87,55,45,49,96.51,37.27,"
"
56,0,43,87,55,45,49,96.48,37.53,"
"
56,0,43,87,55,45,49,96.43,38.14,"
"
55,0,43,88,55,45,49,96.33,37.79,"
"
55,0,42,88,55,45,49,96.24,38.23,"
"
55,0,42,88,51,43,49,96.19,38.14,"
"
48,0,49,88,51,43,46,96.12,39.20,"
"
48,0,49,88,51,43,46,96.05,38.85,"
"
55,0,49,86,54,44,46,96.04,39.11,"
"
55,0,45,86,54,44,48,96.03,39.11,"
"
55,0,45,86,55,44,48,95.95,39.46,"
"
51,0,45,87,55,46,50,95.90,39.29,"
"
51,0,44,87,55,46,50,95.90,39.38,"
"
51,0,44,87,52,43,50,95.92,38.94,"
"
53,0,46,87,52,43,48,95.94,39.20,"
"
53,0,46,87,52,43,48,95.77,38.50,"
"
50,0,46,89,54,44,48,95.70,39.46,"
"
50,0,41,89,54,44,54,95.62,39.02,"
"
50,0,41,89,53,44,54,95.55,39.64,"
"
54,0,41,87,53,45,49,95.58,40.34,"
"
54,0,41,87,53,45,49,95.62,39.73,"
"
54,0,41,87,52,45,49,95.59,40.43,"
"
53,0,46,88,52,45,47,95.48,39.99,"
"
53,0,46,88,52,45,47,95.49,40.78,"
"
52,0,46,86,56,48,47,95.48,40.87,"
"
52,0,44,86,56,48,47,95.36,41.04,"
"
52,0,44,86,55,48,47,95.30,41.04,"
"
55,0,44,87,55,47,50,95.31,41.13,"
"
55,0,46,87,55,47,50,95.21,41.31,"
"
55,0,46,87,55,47,50,95.22,41.66,"
"
54,0,46,88,55,47,49,95.20,42.10,"
"
54,0,46,88,55,47,49,95.11,42.45,"
"
51,0,46,89,52,45,49,95.13,40.96,"
"
51,0,39,89,52,45,50,95.15,42.71,"
"
51,0,39,89,50,45,50,95.06,43.24,"
"
51,0,39,86,50,44,51,95.05,42.98,"
"
51,0,45,86,50,44,51,95.01,43.24,"
"
51,0,45,86,52,44,51,95.02,43.24,"
"
52,0,45,88,52,45,48,95.02,43.86,"
"
52,0,43,88,52,45,48,95.00,43.15,"
"
50,0,43,90,56,50,48,94.91,43.24,"
"
50,0,45,90,56,50,47,94.81,43.42,"
"
50,0,45,90,57,50,47,94.83,43.68,"
"
55,0,45,90,57,47,49,94.79,43.77,"
"
55,0,47,90,57,47,49,94.68,43.95,"
"
55,0,47,90,52,47,49,94.71,44.03,"
"
51,0,47,90,52,46,44,94.71,44.21,"
"
51,0,45,90,52,46,44,94.66,43.95,"
"
51,0,45,87,55,48,44,94.58,44.30,"
"
53,0,44,87,55,48,51,94.65,44.12,"
"
53,0,44,87,52,48,51,94.67,44.65,"
"
51,0,44,94,52,46,50,94.53,44.30,"
"
51,0,43,94,52,46,50,94.49,45.18,"
"
51,0,43,94,58,46,50,94.53,45.79,"
"
56,0,43,88,58,47,48,94.50,45.62,"
"
56,0,41,88,58,47,48,94.46,46.58,"
"
56,0,41,88,51,47,48,94.45,45.79,"
"
57,0,41,88,51,47,52,94.44,46.67,"
"
57,0,48,88,54,47,52,94.36,46.49,"
"
54,0,48,86,54,47,47,94.28,46.76,"
"
54,0,44,86,54,47,47,94.31,46.49,"
"
54,0,44,86,57,47,47,94.31,46.76,"
"
54,0,44,87,57,46,51,94.25,46.49,"
"
54,0,45,87,57,46,51,94.19,46.49,"
"
54,0,45,87,55,48,51,94.19,46.58,"
"
57,0,45,91,55,48,47,94.23,47.37,"
"
57,0,45,91,53,48,47,94.18,46.32,"
"
58,0,45,90,53,47,47,94.19,47.29,"
"
58,0,42,90,53,47,49,94.17,47.46,"
"
58,0,42,90,52,47,49,94.10,47.20,"
"
52,0,42,90,52,46,49,94.04,47.90,"
"
52,0,47,90,52,46,49,94.09,47.81,"
"
52,0,47,90,53,43,49,94.08,48.52,"
"
54,0,47,90,53,43,46,94.06,48.52,"
"
54,0,46,90,57,43,46,94.01,48.96,"
"
55,0,46,92,57,45,46,94.00,48.60,"
"
55,0,45,92,57,45,51,93.91,49.04,"
"
55,0,45,92,57,45,51,93.91,48.78,"
"
57,0,45,92,57,47,47,93.95,49.48,"
"
57,0,46,92,57,47,47,93.97,49.22,"
"
57,0,46,92,55,43,47,93.92,49.66,"
"
57,0,46,90,55,43,51,93.86,48.52,"
"
57,0,45,90,56,43,51,93.82,49.92,"
"
53,0,45,88,56,48,51,93.77,50.54,"
"
53,0,46,88,56,48,51,93.68,50.36,"
"
53,0,46,88,50,48,51,93.67,51.06,"
"
54,0,46,89,50,48,49,93.70,50.45,"
"
54,0,46,89,50,48,49,93.70,50.98,"
"
