0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49,-98.53,0,0,"1.60
"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,-98.53,0,0,"1.60
"
48,41,43,53,85,50,61,50,49,48,55,50,48,45,43,32,35,35,39,51,46,39,60,50,17.61,-98.53,0,0,"1.60
"
49,41,47,53,86,53,62,52,51,51,55,50,51,45,46,32,37,37,39,51,47,40,60,52,17.63,-98.53,0,0,"1.60
"
51,41,47,53,86,53,66,52,51,51,55,51,51,49,46,32,37,37,40,51,47,40,60,52,17.69,-98.53,0,0,"1.60
"
51,41,44,53,86,52,66,52,51,50,55,50,51,47,46,32,37,37,40,51,46,40,60,52,17.67,-98.53,0,0,"1.60
"
51,41,47,53,85,52,66,52,52,51,55,50,52,45,45,32,38,38,40,51,46,40,58,52,17.70,-98.53,0,0,"1.60
"
53,42,45,53,84,53,66,52,52,50,56,50,52,47,46,33,39,39,40,49,46,39,58,52,17.73,-98.53,0,0,"1.60
"
53,42,45,53,82,53,66,51,52,50,56,50,52,47,46,32,39,39,40,49,45,39,58,53,17.81,-98.53,0,0,"1.60
"
52,42,45,53,82,53,65,50,52,50,56,50,53,47,47,32,40,40,40,49,46,41,60,52,17.85,-98.53,0,0,"1.60
"
53,41,46,53,82,53,65,50,52,53,56,50,52,47,47,33,39,39,40,50,46,39,60,53,17.90,-98.53,0,0,"1.60
"
52,41,46,50,80,53,65,50,52,52,56,50,52,48,48,32,39,39,40,50,48,39,60,53,17.85,-98.53,0,0,"1.60
"
52,41,46,50,82,53,65,50,54,53,56,51,52,48,47,32,40,40,40,50,45,39,61,53,17.93,-98.53,0,0,"1.60
"
52,41,47,50,82,52,65,50,54,53,56,50,52,48,47,32,40,40,40,51,45,39,61,53,17.92,-98.53,0,0,"1.60
"
51,42,48,49,82,52,66,50,53,53,56,51,52,48,47,32,40,40,40,50,45,39,61,53,17.93,-98.53,0,0,"1.60
"
51,42,48,48,82,52,66,49,53,53,56,50,52,48,47,32,40,40,40,50,46,40,61,53,17.94,-98.53,0,0,"1.60
"
51,42,48,48,82,51,66,49,53,53,55,50,51,48,44,32,39,39,39,49,46,40,59,53,18.04,-98.53,0,0,"1.60
"
51,42,47,48,82,52,64,49,53,53,55,49,52,47,44,32,39,39,39,49,46,42,59,52,18.10,-98.53,0,0,"1.60
"
