45.3,43.3,47.2,38.6,47.3,62.6,58.9,50.5,60.8,56.3,53.1,50.1,47.1,52.7,52.5,46.4,50.2,51.3,46.8,53.5,49.7,52.6,53.9,45.6,14.05,0,0,"0.80
"
45.1,43.1,47.0,38.5,46.9,63.1,58.8,51.1,60.9,56.8,53.0,50.7,47.1,53.1,53.0,46.2,49.9,52.1,46.4,54.1,50.0,53.6,53.9,45.5,14.07,0,0,"0.80
"
44.9,43.3,47.2,38.4,47.1,63.7,59.3,51.2,60.8,56.5,53.0,50.6,47.6,53.1,52.9,46.3,49.8,52.4,46.5,54.4,50.0,53.2,53.9,45.3,14.09,0,0,"0.80
"
44.6,43.2,47.8,38.3,47.1,63.9,59.6,50.9,61.3,56.2,52.2,50.3,47.3,53.1,52.6,45.9,49.8,52.4,45.9,54.4,50.3,52.8,53.9,45.2,14.04,0,0,"0.80
"
45.2,43.4,48.2,38.3,47.6,64.3,59.5,50.6,61.4,56.5,52.3,50.1,47.4,53.1,52.5,46.1,49.7,52.5,45.6,54.6,50.3,52.9,53.5,44.9,14.04,0,0,"0.80
"
45.5,43.6,48.1,38.4,48.1,64.2,59.7,50.1,61.7,55.9,52.3,50.4,47.9,52.9,52.9,45.9,49.9,52.5,45.5,54.7,49.7,53.4,53.2,44.7,14.12,0,0,"0.80
"
45.4,43.4,48.6,37.8,47.5,63.9,60.0,49.9,61.6,56.0,51.9,50.7,47.9,52.4,53.1,45.4,50.8,52.0,45.9,54.6,49.4,53.7,53.0,44.8,14.18,0,0,"0.80
"
45.5,43.3,48.5,37.7,47.4,64.4,60.0,50.5,61.3,55.5,51.6,50.1,48.1,52.5,52.9,44.9,50.6,52.3,46.1,54.3,50.0,53.5,52.8,44.8,14.15,0,0,"0.80
"
45.6,42.9,48.6,37.6,48.0,64.7,60.0,51.0,61.6,55.7,52.3,50.1,48.1,52.6,52.9,45.7,51.0,52.2,45.6,53.8,50.0,53.5,52.9,44.3,14.10,0,0,"0.80
"
45.7,43.3,49.2,37.6,48.0,64.7,60.1,50.5,61.7,55.1,52.3,50.0,47.9,52.8,53.3,45.8,51.7,51.4,46.0,53.6,50.5,53.0,53.1,44.3,14.16,0,0,"0.80
"
