0,0,0,0,0,0,0,0,-1.98,0.00,0,0,"0.80
"
0,0,0,0,0,0,0,0,-1.96,0.00,0,0,"0.80
"
36,35,49,46,46,46,60,65,-1.95,0.00,0,0,"0.80
"
37,35,49,8191,8191,8191,60,65,-2.00,0.00,0,0,"0.80
"
37,35,49,8191,8191,8191,60,65,-2.04,0.00,0,0,"0.80
"
37,35,49,8191,8191,8191,60,62,-2.02,0.00,0,0,"0.80
"
38,38,45,43,43,43,62,62,-2.01,0.00,0,0,"0.80
"
38,38,45,43,43,43,62,62,-1.98,0.00,0,0,"0.80
"
38,38,45,43,43,43,63,63,-2.04,0.00,0,0,"0.80
"
38,39,46,44,44,44,63,63,-2.02,0.00,0,0,"0.80
"
38,39,46,44,44,44,63,63,-2.01,0.00,0,0,"0.80
"
38,40,46,44,44,44,63,63,-2.02,0.00,0,0,"0.80
"
38,40,46,44,44,44,63,63,-2.10,0.00,0,0,"0.80
"
38,40,46,44,44,44,63,63,-2.06,0.00,0,0,"0.80
"
38,40,47,44,44,44,63,63,-2.08,0.00,0,0,"0.80
"
38,40,47,44,44,44,63,63,-2.11,0.00,0,0,"0.80
"
37,40,47,42,42,42,56,56,-2.04,0.00,0,0,"0.80
"
37,40,41,42,42,42,56,56,-2.03,0.00,0,0,"0.80
"
37,40,41,42,42,42,56,56,-1.99,0.00,0,0,"0.80
"
38,41,41,45,45,45,61,61,-2.03,0.00,0,0,"0.80
"
38,41,43,45,45,45,61,61,-2.13,0.00,0,0,"0.80
"
40,41,43,45,45,45,61,61,-2.04,0.00,0,0,"0.80
"
40,41,43,45,45,45,61,61,-2.13,0.00,0,0,"0.80
"
40,41,43,45,45,45,61,61,-2.04,0.00,0,0,"0.80
"
37,36,43,45,45,45,61,61,-1.98,0.00,0,0,"0.80
"
37,36,46,45,45,45,61,61,-1.99,0.00,0,0,"0.80
"
37,36,46,45,45,45,62,62,-2.05,0.00,0,0,"0.80
"
38,36,46,47,47,47,62,62,-2.06,0.00,0,0,"0.80
"
38,36,46,47,47,47,62,62,-2.10,0.00,0,0,"0.80
"
38,36,46,47,47,47,63,63,-2.09,0.00,0,0,"0.80
"
38,36,46,45,45,45,63,63,-2.09,0.00,0,0,"0.80
"
38,36,46,45,45,45,63,63,-2.08,0.00,0,0,"0.80
"
39,36,46,45,45,45,63,63,-2.05,0.00,0,0,"0.80
"
39,36,46,45,45,45,63,63,-2.08,0.00,0,0,"0.80
"
40,36,46,45,45,45,64,64,-2.02,0.00,0,0,"0.80
"
40,37,47,46,46,46,64,64,-2.04,0.00,0,0,"0.80
"
40,37,47,46,46,46,64,64,-2.07,0.00,0,0,"0.80
"
38,37,47,49,49,49,61,61,-2.05,0.00,0,0,"0.80
"
38,40,44,49,49,49,61,61,-2.03,0.00,0,0,"0.80
"
38,40,44,49,49,49,61,61,-2.04,0.00,0,0,"0.80
"
39,40,44,45,45,45,61,61,-2.09,0.00,0,0,"0.80
"
39,40,47,45,45,45,61,61,-2.04,0.00,0,0,"0.80
"
40,40,47,45,45,45,61,61,-2.03,0.00,0,0,"0.80
"
40,39,47,45,45,45,61,61,-2.06,0.00,0,0,"0.80
"
40,39,47,45,45,45,61,61,-2.16,0.00,0,0,"0.80
"
39,36,47,47,47,47,65,65,-2.08,0.00,0,0,"0.80
"
39,36,47,47,47,47,65,65,-2.02,0.00,0,0,"0.80
"
39,36,47,47,47,47,65,65,-2.06,0.00,0,0,"0.80
"
40,41,47,45,45,45,59,59,-2.06,0.00,0,0,"0.80
"
40,41,47,45,45,45,59,59,-2.01,0.00,0,0,"0.80
"
40,41,47,45,45,45,59,59,-2.08,0.00,0,0,"0.80
"
40,41,44,45,45,45,59,59,-2.10,0.00,0,0,"0.80
"
40,41,44,45,45,45,59,59,-2.10,0.00,0,0,"0.80
"
42,42,44,45,45,45,60,60,-2.12,0.00,0,0,"0.80
"
42,42,48,45,45,45,60,60,-2.05,0.00,0,0,"0.80
"
42,42,48,45,45,45,60,60,-1.99,0.00,0,0,"0.80
"
42,41,48,44,44,44,60,60,-2.00,0.00,0,0,"0.80
"
42,41,49,44,44,44,60,60,-2.06,0.00,0,0,"0.80
"
40,41,49,43,43,43,61,61,-2.05,0.00,0,0,"0.80
"
