60,60,60,60,60,60,60,-15.12,"2982.57
"
61,61,61,61,61,61,61,-14.94,"2982.74
"
61,61,61,61,61,61,61,-12.86,"2981.95
"
61,61,61,61,61,61,61,-4.89,"2981.51
"
53,53,53,53,53,53,53,-2.32,"2981.25
"
53,53,53,53,53,53,53,-2.50,"2981.43
"
53,53,53,53,53,53,53,-1.64,"2981.69
"
58,58,58,58,58,58,58,-1.51,"2981.95
"
58,58,58,58,58,58,58,-1.23,"2981.95
"
58,58,58,58,58,58,58,-0.87,"2982.04
"
60,60,60,60,60,60,60,-0.33,"2982.04
"
60,60,60,60,60,60,60,0.52,"2982.22
"
56,56,56,56,56,56,56,0.97,"2982.22
"
56,56,56,56,56,56,56,1.28,"2982.30
"
56,56,56,56,56,56,56,2.35,"2982.39
"
58,58,58,58,58,58,58,2.76,"2982.39
"
58,58,58,58,58,58,58,2.60,"2983.18
"
58,58,58,58,58,58,58,3.19,"2982.57
"
55,55,55,55,55,55,55,3.73,"2982.83
"
55,55,55,55,55,55,55,3.28,"2982.92
"
56,56,56,56,56,56,56,3.28,"2982.92
"
56,56,56,56,56,56,56,3.51,"2983.10
"
56,56,56,56,56,56,56,3.54,"2983.10
"
58,58,58,58,58,58,58,3.46,"2983.10
"
58,58,58,58,58,58,58,3.35,"2983.10
"
58,58,58,58,58,58,58,3.31,"2983.01
"
55,55,55,55,55,55,55,3.11,"2983.01
"
55,55,55,55,55,55,55,3.07,"2983.01
"
58,58,58,58,58,58,58,2.96,"2983.01
"
58,58,58,58,58,58,58,2.88,"2983.01
"
58,58,58,58,58,58,58,2.93,"2983.01
"
57,57,57,57,57,57,57,2.82,"2983.01
"
57,57,57,57,57,57,57,2.73,"2982.92
"
57,57,57,57,57,57,57,2.70,"2982.92
"
57,57,57,57,57,57,57,2.71,"2982.92
"
57,57,57,57,57,57,57,2.64,"2982.92
"
57,57,57,57,57,57,57,2.62,"2982.92
"
60,60,60,60,60,60,60,2.62,"2982.92
"
60,60,60,60,60,60,60,2.60,"2982.92
"
57,57,57,57,57,57,57,2.49,"2982.92
"
57,57,57,57,57,57,57,2.46,"2982.92
"
57,57,57,57,57,57,57,2.40,"2982.92
"
60,60,60,60,60,60,60,2.38,"2982.92
"
60,60,60,60,60,60,60,2.38,"2982.92
"
60,60,60,60,60,60,60,2.40,"2982.92
"
54,54,54,54,54,54,54,2.29,"2982.92
"
54,54,54,54,54,54,54,2.28,"2982.92
"
55,55,55,55,55,55,55,2.28,"2982.92
"
55,55,55,55,55,55,55,2.25,"2982.92
"
55,55,55,55,55,55,55,2.29,"2982.92
"
56,56,56,56,56,56,56,2.28,"2982.92
"
56,56,56,56,56,56,56,2.27,"2982.92
"
56,56,56,56,56,56,56,2.19,"2982.92
"
60,60,60,60,60,60,60,2.24,"2982.92
"
60,60,60,60,60,60,60,2.24,"2982.92
"
57,57,57,57,57,57,57,2.20,"2982.92
"
57,57,57,57,57,57,57,2.17,"2982.92
"
57,57,57,57,57,57,57,2.09,"2982.92
"
61,61,61,61,61,61,61,2.11,"2982.92
"
61,61,61,61,61,61,61,2.07,"2982.92
"
61,61,61,61,61,61,61,2.09,"2982.92
"
59,59,59,59,59,59,59,2.08,"2982.92
"
59,59,59,59,59,59,59,2.04,"2982.92
"
59,59,59,59,59,59,59,2.14,"2982.92
"
57,57,57,57,57,57,57,2.11,"2982.92
"
57,57,57,57,57,57,57,2.08,"2982.92
"
60,60,60,60,60,60,60,2.11,"2982.92
"
60,60,60,60,60,60,60,2.05,"2982.92
"
60,60,60,60,60,60,60,1.96,"2982.92
"
55,55,55,55,55,55,55,2.04,"2982.92
"
55,55,55,55,55,55,55,2.06,"2982.92
"
55,55,55,55,55,55,55,2.01,"2982.92
"
57,57,57,57,57,57,57,2.05,"2982.92
"
57,57,57,57,57,57,57,2.08,"2982.92
"
58,58,58,58,58,58,58,1.99,"2982.92
"
58,58,58,58,58,58,58,1.99,"2982.92
"
58,58,58,58,58,58,58,2.03,"2982.92
"
57,57,57,57,57,57,57,1.97,"2982.92
"
57,57,57,57,57,57,57,1.96,"2982.92
"
57,57,57,57,57,57,57,1.97,"2982.92
"
58,58,58,58,58,58,58,1.89,"2982.92
"
58,58,58,58,58,58,58,1.85,"2982.92
"
54,54,54,54,54,54,54,1.95,"2982.92
"
54,54,54,54,54,54,54,1.92,"2982.92
"
54,54,54,54,54,54,54,1.88,"2982.92
"
59,59,59,59,59,59,59,1.88,"2982.92
"
59,59,59,59,59,59,59,1.84,"2982.92
"
59,59,59,59,59,59,59,1.88,"2982.92
"
59,59,59,59,59,59,59,1.90,"2982.92
"
59,59,59,59,59,59,59,1.83,"2982.92
"
59,59,59,59,59,59,59,1.85,"2982.92
"
57,57,57,57,57,57,57,1.84,"2982.92
"
57,57,57,57,57,57,57,1.89,"2982.92
"
59,59,59,59,59,59,59,1.88,"2982.92
"
59,59,59,59,59,59,59,1.85,"2982.92
"
59,59,59,59,59,59,59,1.87,"2982.92
"
56,56,56,56,56,56,56,1.89,"2982.92
"
56,56,56,56,56,56,56,1.84,"2982.92
"
56,56,56,56,56,56,56,1.85,"2982.92
"
55,55,55,55,55,55,55,1.75,"2982.92
"
55,55,55,55,55,55,55,1.81,"2982.92
"
59,59,59,59,59,59,59,1.84,"2982.92
"
59,59,59,59,59,59,59,1.77,"2982.92
"
59,59,59,59,59,59,59,1.78,"2982.92
"
57,57,57,57,57,57,57,1.75,"2982.92
"
57,57,57,57,57,57,57,1.69,"2982.92
"
57,57,57,57,57,57,57,1.69,"2982.92
"
59,59,59,59,59,59,59,1.75,"2982.92
"
59,59,59,59,59,59,59,1.76,"2982.92
"
57,57,57,57,57,57,57,1.70,"2982.92
"
57,57,57,57,57,57,57,1.69,"2982.92
"
57,57,57,57,57,57,57,1.68,"2982.92
"
57,57,57,57,57,57,57,1.67,"2982.92
"
57,57,57,57,57,57,57,1.70,"2982.92
"
57,57,57,57,57,57,57,1.71,"2982.92
"
58,58,58,58,58,58,58,1.75,"2982.92
"
58,58,58,58,58,58,58,1.70,"2982.92
"
58,58,58,58,58,58,58,1.70,"2982.92
"
56,56,56,56,56,56,56,1.62,"2982.92
"
56,56,56,56,56,56,56,1.64,"2982.92
"
59,59,59,59,59,59,59,1.75,"2982.92
"
59,59,59,59,59,59,59,1.72,"2982.92
"
59,59,59,59,59,59,59,1.69,"2982.92
"
57,57,57,57,57,57,57,1.71,"2982.92
"
57,57,57,57,57,57,57,1.71,"2982.92
"
57,57,57,57,57,57,57,1.68,"2982.92
"
59,59,59,59,59,59,59,1.65,"2982.92
"
59,59,59,59,59,59,59,1.71,"2982.92
"
57,57,57,57,57,57,57,1.69,"2982.92
"
57,57,57,57,57,57,57,1.71,"2982.92
"
57,57,57,57,57,57,57,1.78,"2982.92
"
57,57,57,57,57,57,57,1.75,"2982.92
"
57,57,57,57,57,57,57,1.70,"2982.92
"
57,57,57,57,57,57,57,1.65,"2982.92
"
57,57,57,57,57,57,57,1.62,"2982.92
"
57,57,57,57,57,57,57,1.61,"2982.92
"
57,57,57,57,57,57,57,1.67,"2982.92
"
57,57,57,57,57,57,57,1.65,"2982.92
"
57,57,57,57,57,57,57,1.62,"2982.92
"
56,56,56,56,56,56,56,1.62,"2982.92
"
56,56,56,56,56,56,56,1.66,"2982.92
"
56,56,56,56,56,56,56,1.63,"2982.92
"
56,56,56,56,56,56,56,1.59,"2982.92
"
56,56,56,56,56,56,56,1.57,"2982.92
"
56,56,56,56,56,56,56,1.63,"2982.92
"
60,60,60,60,60,60,60,1.62,"2982.92
"
60,60,60,60,60,60,60,1.63,"2982.92
"
57,57,57,57,57,57,57,1.58,"2982.92
"
57,57,57,57,57,57,57,1.56,"2982.92
"
57,57,57,57,57,57,57,1.55,"2982.92
"
56,56,56,56,56,56,56,1.47,"2982.92
"
56,56,56,56,56,56,56,1.47,"2982.92
"
56,56,56,56,56,56,56,1.55,"2982.92
"
55,55,55,55,55,55,55,1.59,"2982.92
"
55,55,55,55,55,55,55,1.56,"2982.92
"
57,57,57,57,57,57,57,1.66,"2982.92
"
57,57,57,57,57,57,57,1.72,"2982.92
"
57,57,57,57,57,57,57,1.66,"2982.92
"
58,58,58,58,58,58,58,1.63,"2982.92
"
58,58,58,58,58,58,58,1.57,"2982.92
"
58,58,58,58,58,58,58,1.56,"2982.92
"
59,59,59,59,59,59,59,1.55,"2982.92
"
59,59,59,59,59,59,59,1.54,"2982.92
"
58,58,58,58,58,58,58,1.58,"2982.92
"
58,58,58,58,58,58,58,1.57,"2982.92
"
58,58,58,58,58,58,58,1.65,"2982.92
"
56,56,56,56,56,56,56,1.56,"2982.92
"
56,56,56,56,56,56,56,1.50,"2982.92
"
56,56,56,56,56,56,56,1.50,"2982.92
"
54,54,54,54,54,54,54,1.48,"2982.92
"
54,54,54,54,54,54,54,1.51,"2982.92
"
54,54,54,54,54,54,54,1.59,"2982.92
"
56,56,56,56,56,56,56,1.56,"2982.92
"
56,56,56,56,56,56,56,1.51,"2982.92
"
56,56,56,56,56,56,56,1.56,"2982.92
"
56,56,56,56,56,56,56,1.53,"2982.92
"
56,56,56,56,56,56,56,1.44,"2982.92
"
54,54,54,54,54,54,54,1.44,"2982.92
"
54,54,54,54,54,54,54,1.50,"2982.92
"
54,54,54,54,54,54,54,1.49,"2982.92
"
56,56,56,56,56,56,56,1.43,"2982.92
"
56,56,56,56,56,56,56,1.43,"2982.92
"
58,58,58,58,58,58,58,1.43,"2982.92
"
58,58,58,58,58,58,58,1.43,"2982.92
"
58,58,58,58,58,58,58,1.45,"2982.92
"
56,56,56,56,56,56,56,1.50,"2982.92
"
56,56,56,56,56,56,56,1.49,"2982.92
"
56,56,56,56,56,56,56,1.50,"2982.92
"
56,56,56,56,56,56,56,1.48,"2982.92
"
56,56,56,56,56,56,56,1.49,"2982.92
"
58,58,58,58,58,58,58,1.52,"2982.92
"
58,58,58,58,58,58,58,1.40,"2982.92
"
58,58,58,58,58,58,58,1.39,"2982.92
"
62,62,62,62,62,62,62,1.46,"2982.92
"
62,62,62,62,62,62,62,1.44,"2982.92
"
62,62,62,62,62,62,62,1.34,"2982.92
"
56,56,56,56,56,56,56,1.37,"2982.92
"
56,56,56,56,56,56,56,1.37,"2982.92
"
56,56,56,56,56,56,56,1.33,"2982.92
"
56,56,56,56,56,56,56,1.44,"2982.92
"
56,56,56,56,56,56,56,1.50,"2982.92
"
59,59,59,59,59,59,59,1.42,"2982.92
"
59,59,59,59,59,59,59,1.40,"2982.92
"
59,59,59,59,59,59,59,1.42,"2982.92
"
60,60,60,60,60,60,60,1.43,"2982.92
"
60,60,60,60,60,60,60,1.38,"2982.92
"
60,60,60,60,60,60,60,1.42,"2982.92
"
56,56,56,56,56,56,56,1.40,"2982.92
"
56,56,56,56,56,56,56,1.44,"2982.92
"
57,57,57,57,57,57,57,1.42,"2982.92
"
57,57,57,57,57,57,57,1.39,"2982.92
"
57,57,57,57,57,57,57,1.39,"2982.92
"
55,55,55,55,55,55,55,1.43,"2982.92
"
55,55,55,55,55,55,55,1.39,"2982.92
"
55,55,55,55,55,55,55,1.26,"2982.92
"
55,55,55,55,55,55,55,1.37,"2982.92
"
55,55,55,55,55,55,55,1.41,"2982.92
"
57,57,57,57,57,57,57,1.35,"2982.92
"
57,57,57,57,57,57,57,1.41,"2982.92
"
57,57,57,57,57,57,57,1.42,"2982.92
"
57,57,57,57,57,57,57,1.40,"2982.92
"
57,57,57,57,57,57,57,1.25,"2982.92
"
57,57,57,57,57,57,57,1.25,"2982.92
"
57,57,57,57,57,57,57,1.34,"2982.92
"
